#\*l[\oA]	F(\*l)
 10694.5  9.77447e-01
 10695.2  9.63889e-01
 10695.8  9.32765e-01
 10696.4  9.13793e-01
 10697.1  9.16995e-01
 10697.7  9.31816e-01
 10698.3  9.22998e-01
 10699.0  9.40762e-01
 10699.6  9.60744e-01
 10700.3  9.61690e-01
 10700.9  9.78272e-01
 10701.5  9.99119e-01
 10702.2  9.85203e-01
 10702.8  9.71290e-01
 10703.4  9.87930e-01
 10704.1  9.98229e-01
 10704.7  1.00120e+00
 10705.3  9.97816e-01
 10706.0  9.97988e-01
 10706.6  1.01363e+00
 10707.2  1.01237e+00
 10707.9  1.02029e+00
 10708.5  1.03884e+00
 10709.1  1.04175e+00
 10709.8  1.04857e+00
 10710.4  1.03430e+00
 10711.0  1.02538e+00
 10711.7  1.01224e+00
 10712.3  1.01177e+00
 10712.9  1.02517e+00
 10713.6  1.04314e+00
 10714.2  1.04266e+00
 10714.8  1.03051e+00
 10715.5  1.02520e+00
 10716.1  1.02871e+00
 10716.8  1.02067e+00
 10717.4  1.00267e+00
 10718.0  1.00690e+00
 10718.7  1.01811e+00
 10719.3  1.01379e+00
 10719.9  1.00136e+00
 10720.6  1.00220e+00
 10721.2  1.03059e+00
 10721.8  1.03504e+00
 10722.5  9.98322e-01
 10723.1  9.86777e-01
 10723.7  1.00214e+00
 10724.4  9.99103e-01
 10725.0  1.00382e+00
 10725.6  1.00300e+00
 10726.3  9.85779e-01
 10726.9  9.80990e-01
 10727.5  9.79768e-01
 10728.2  9.91881e-01
 10728.8  1.00069e+00
 10729.4  9.91917e-01
 10730.1  9.86627e-01
 10730.7  9.92310e-01
 10731.3  9.90888e-01
 10732.0  9.92824e-01
 10732.6  9.82943e-01
 10733.2  9.61780e-01
 10733.9  9.80609e-01
 10734.5  9.87571e-01
 10735.2  9.72401e-01
 10735.8  9.82390e-01
 10736.4  9.81564e-01
 10737.1  9.71332e-01
 10737.7  9.81821e-01
 10738.3  9.79161e-01
 10739.0  9.86538e-01
 10739.6  1.00923e+00
 10740.2  9.98464e-01
 10740.9  1.00191e+00
 10741.5  1.01056e+00
 10742.1  9.79586e-01
 10742.8  9.70700e-01
 10743.4  9.93521e-01
 10744.0  1.00640e+00
