# Date(MJD) Magnitude uncertainty
56869.49927	  18.31326	   0.02704
56876.41522	  18.67149	   0.02254
56876.44466	  18.62607	   0.02095
56876.45058	  18.50974	   0.02945
56876.48899	  18.37019	   0.03134
56882.38472	  18.49277	   0.02243
56882.45426	  18.53818	   0.02781
56886.40657	  18.81396	   0.02811
56886.43473	  18.65777	   0.03745
56886.46407	  18.77291	   0.02813
56886.48626	  18.61684	   0.04029
56886.49722	  18.68447	   0.02727
56886.50936	  18.71470	   0.04463
56932.49492	  18.53101	   0.03719
56932.52231	  18.61388	   0.09669
56940.10688	  18.65712	   0.06618
56972.20890	  18.73178	   0.04196
56972.23176	  18.77623	   0.05063
56979.21826	  18.38491	   0.05405
56980.21221	  18.47411	   0.03306
56986.22259	  18.59665	   0.04421
56986.28578	  18.52678	   0.04854
56987.20258	  18.77675	   0.03462
56987.26433	  18.51196	   0.12934
56988.16044	  18.30055	   0.05029
56989.10013	  18.58120	   0.04124
56989.16557	  18.61096	   0.03219
56990.09579	  18.49829	   0.07560
56990.15965	  18.52373	   0.02331
57000.12383	  18.48478	   0.04763
57000.15459	  18.52979	   0.03597
57001.10524	  18.43561	   0.02542
57001.13257	  18.49917	   0.02335
57011.12233	  18.46924	   0.03141
57011.14887	  18.54768	   0.03374
57014.10122	  18.72774	   0.03857
57014.12328	  18.56159	   0.04912
57015.09928	  18.80616	   0.04983
57015.11895	  18.16953	   0.12564
57018.10068	  18.53581	   0.04387
57018.12509	  18.58421	   0.03766
57019.09567	  19.14866	   0.15056
57019.10936	  18.74198	   0.04595
57030.09887	  18.51656	   0.04161
57030.16275	  18.55096	   0.04412
57036.11696	  18.87067	   0.08379
57037.10262	  18.48819	   0.03379
57037.15286	  18.52574	   0.03700
57038.15338	  18.80115	   0.15357
57039.10544	  18.58934	   0.03086
57039.13707	  18.54560	   0.02437
57040.10478	  18.49079	   0.03205
57040.15436	  18.85305	   0.10719
57041.14765	  18.38496	   0.02980
57042.10102	  18.47033	   0.02177
57042.14770	  17.62844	   0.05205
57043.10185	  18.55347	   0.13565
57043.14678	  18.53537	   0.03035
57046.10066	  18.35495	   0.05369
57046.14241	  18.81644	   0.09445
57047.15525	  19.26526	   0.29271
57059.10799	  18.82522	   0.03651
57059.11758	  18.55181	   0.04246
57063.10801	  18.56291	   0.04079
57063.12001	  18.22987	   0.07481
57064.10920	  18.46474	   0.07203
57064.12826	  19.02690	   0.09366
57168.46631	  18.64608	   0.07352
57179.47640	  18.95003	   0.10647
57180.45855	  18.79179	   0.04485
57185.46873	  18.70347	   0.06750
57198.43492	  18.85176	   0.07506
57198.46803	  18.43947	   0.07502
57207.48208	  18.61641	   0.02729
57210.43863	  18.60622	   0.03432
57210.47753	  18.45814	   0.06518
57214.46127	  18.81115	   0.04662
57218.42646	  18.76314	   0.02550
57218.47632	  18.74547	   0.01742
57230.44390	  18.88039	   0.04961
57237.43162	  18.58132	   0.03361
57237.48108	  18.25799	   0.07159
57239.42503	  17.89612	   0.04303
57239.47012	  18.48001	   0.05280
57242.35853	  18.43929	   0.04691
57242.40331	  18.14454	   0.04438
57245.30272	  18.48184	   0.03404
57245.33991	  18.28351	   0.05380
57248.33740	  18.37364	   0.04659
57248.37045	  18.47958	   0.02185
57251.32752	  18.65439	   0.04523
57251.35716	  18.74264	   0.03985
57267.43427	  18.64552	   0.03309
57267.47725	  18.63862	   0.04253
57363.09105	  18.94666	   0.07097
57369.08424	  18.67105	   0.03518
57369.09310	  18.53359	   0.03634
57374.08289	  18.53322	   0.03176
57374.09191	  18.44440	   0.02950
57400.09411	  18.59715	   0.03993
57400.10291	  19.17758	   0.08193
57425.11060	  18.55949	   0.12973
57431.10759	  18.53480	   0.04407
57431.11384	  18.56119	   0.04324
57434.12007	  18.53368	   0.04559
57434.12381	  18.57887	   0.03441
57544.48028	  18.66810	   0.06662
57552.47619	  18.55673	   0.03497
57553.48097	  18.47534	   0.04977
57554.47190	  18.56064	   0.03274
57555.44130	  18.46485	   0.02975
57555.44130	  18.44622	   0.02855
57555.46503	  18.39437	   0.07916
57555.46503	  18.44677	   0.02283
57564.44525	  18.62181	   0.04802
57564.45274	  18.63477	   0.05294
57567.48385	  18.74039	   0.05514
57577.47160	  18.77403	   0.04309
57578.45530	  18.72538	   0.04121
57578.45530	  18.51564	   0.03720
57578.48498	  18.67457	   0.04490
57578.48498	  18.68697	   0.04323
57584.45806	  18.70060	   0.04231
57585.44955	  18.69169	   0.09709
57585.44955	  18.82782	   0.05390
57585.48817	  18.79519	   0.05399
57586.43409	  18.75674	   0.03533
57586.47677	  18.83791	   0.03693
57596.45579	  18.68677	   0.03920
57596.48860	  18.77435	   0.05044
57599.46419	  18.78012	   0.03800
57600.48294	  18.64250	   0.03037
57601.47029	  18.75729	   0.04401
57602.47299	  18.82644	   0.04769
57603.47215	  18.85466	   0.03878
57607.42403	  18.75444	   0.03816
57607.47550	  18.73393	   0.03787
57608.42244	  18.71829	   0.03902
57608.46314	  18.76057	   0.03657
57610.37778	  18.89812	   0.05429
57610.40956	  18.89875	   0.03686
57614.27914	  18.51837	   0.03897
57614.31513	  18.53655	   0.02315
57621.48494	  18.76990	   0.08170
57625.51741	  18.71336	   0.07632
57627.49786	  18.86583	   0.04521
57627.50277	  18.83314	   0.04337
57630.48997	  18.80383	   0.04069
57637.50613	  18.66966	   0.03795
57637.52178	  18.79412	   0.07521
57643.49325	  18.65848	   0.03000
57643.51429	  18.68231	   0.03399
57655.28962	  18.87570	   0.06174
57657.31213	  18.71463	   0.04065
57660.32479	  18.70686	   0.02829
57666.32325	  18.86423	   0.04965
57673.20179	  18.50068	   0.03123
57681.27201	  18.87227	   0.04619
57734.08192	  18.61204	   0.03277
57737.08603	  18.62860	   0.05707
57737.10603	  18.57869	   0.05759
57741.07583	  18.45114	   0.03869
57741.09100	  18.51993	   0.04967
57798.12369	  18.57704	   0.05104
